study_hours,revision_time,previous_grade,attendance_rate,understanding_level,sleep_hours,phone_time,stress_level,motivation_level,focus_level,pass_exam
0,3,52,75,3,6,1,10,9,7,1
3,1,63,59,8,7,0,3,1,7,1
4,1,69,83,8,5,1,3,1,10,1
0,0,41,63,1,5,3,2,4,6,0
1,3,58,57,5,4,2,10,10,10,1
1,0,86,76,10,4,5,7,1,4,0
0,3,83,59,5,4,1,10,9,5,1
6,0,86,99,8,5,2,2,6,5,1
1,1,64,64,8,7,5,7,5,9,0
7,2,89,86,2,7,1,3,5,6,1
5,1,53,71,3,8,0,1,2,4,1
5,0,45,94,2,6,1,8,3,6,0
7,0,51,99,1,5,1,8,7,7,1
0,2,59,80,2,4,4,10,4,7,0
7,3,62,51,10,6,5,1,6,10,1
4,0,69,94,6,4,5,6,8,3,0
4,0,69,80,1,6,3,4,1,6,0
0,0,77,63,6,6,5,5,6,7,0
7,2,97,59,1,7,0,8,1,1,1
4,1,69,79,2,8,0,8,8,4,1
6,0,80,85,8,8,2,7,4,7,1
7,2,69,96,6,4,1,5,5,10,1
6,0,96,89,9,5,1,6,10,1,1
4,3,97,64,1,8,5,8,2,8,1
5,2,75,63,5,5,1,5,3,6,1
4,0,88,80,7,4,0,3,7,6,1
6,2,73,78,9,5,4,9,7,3,1
2,0,55,76,9,6,2,9,8,6,0
3,1,63,70,4,6,1,10,3,4,0
1,0,53,58,4,4,4,1,2,9,0
7,2,65,69,4,5,5,7,2,4,0
2,3,47,84,3,5,3,4,6,6,1
4,3,53,64,8,4,0,6,2,6,1
5,3,70,73,5,8,3,7,4,1,1
0,0,41,98,7,7,0,8,9,4,0
4,1,87,65,10,8,2,5,10,9,1
5,0,43,85,6,7,5,5,3,10,0
3,3,40,60,9,5,3,6,1,6,1
4,2,94,57,3,7,2,7,2,4,1
6,3,59,52,6,7,2,5,10,7,1
0,2,98,68,3,5,2,5,10,10,1
5,1,53,95,2,6,3,4,7,7,1
5,2,79,90,3,7,3,1,9,5,1
5,0,64,52,2,4,3,7,9,4,0
3,0,99,85,2,8,1,7,4,4,0
4,0,64,74,10,5,2,6,8,7,1
3,2,42,85,7,5,5,10,1,6,0
7,0,44,60,10,7,1,2,6,4,1
1,0,77,100,3,6,0,2,8,3,1
1,0,93,65,8,6,3,6,2,2,0
7,1,65,66,2,8,5,9,8,4,0
4,2,79,91,7,8,4,5,4,7,1
6,2,77,73,3,6,0,7,2,2,1
3,3,77,66,9,6,2,2,4,9,1
0,2,43,97,7,6,2,6,8,9,1
5,1,46,69,9,7,5,6,4,6,1
5,2,69,71,2,4,1,10,8,9,1
4,1,69,55,6,8,3,6,7,1,0
6,1,95,56,5,5,5,6,5,6,0
1,2,58,63,2,6,3,4,8,3,0
1,3,78,60,4,6,0,5,2,6,1
5,0,74,61,4,4,5,4,3,5,0
4,0,79,95,8,6,0,6,4,5,1
3,2,72,54,7,8,0,9,10,1,1
1,2,72,54,5,6,4,5,5,5,0
3,1,53,69,9,4,4,5,5,6,0
6,2,77,64,1,7,2,3,1,1,1
1,1,49,75,4,8,2,7,1,10,0
1,3,96,82,5,7,2,5,1,7,1
2,2,67,79,8,5,5,2,5,1,0
1,0,53,73,3,4,3,9,2,7,0
7,0,75,72,5,5,2,5,3,9,1
0,2,77,58,3,5,1,7,8,7,0
7,1,55,52,7,5,0,7,10,10,1
4,0,99,85,10,5,5,10,8,5,0
4,1,60,97,3,4,3,8,10,3,0
3,2,67,56,7,7,4,4,2,7,1
7,2,72,71,2,6,0,7,8,6,1
7,0,45,63,7,5,2,3,9,8,1
7,2,80,97,9,6,4,9,10,8,1
6,3,54,78,5,6,4,8,10,10,1
1,3,83,99,6,5,4,10,6,6,1
0,0,42,65,10,8,5,9,1,7,0
3,3,82,97,3,6,0,2,3,3,1
7,1,86,83,10,8,3,4,5,4,1
7,0,74,59,5,7,0,1,3,7,1
2,0,53,56,5,6,1,8,3,6,0
3,1,41,74,3,4,2,4,9,3,0
7,3,68,76,8,7,5,4,5,10,1
3,3,43,64,6,7,3,7,8,7,1
1,3,65,81,3,8,5,6,7,3,0
2,0,90,77,1,5,3,3,4,10,0
3,0,51,58,10,4,2,8,3,8,0
0,3,41,56,1,4,1,2,3,7,0
0,2,56,65,10,8,4,1,2,4,0
4,3,74,75,2,8,2,2,5,1,1
2,1,49,84,10,7,4,9,2,6,0
2,0,87,66,5,8,2,5,2,5,0
4,1,61,72,7,5,0,5,4,9,1
3,1,80,57,1,7,5,6,6,10,0
2,0,82,51,1,7,1,3,6,6,0
0,2,60,80,4,7,5,1,8,1,0
0,3,54,81,10,4,1,8,6,3,1
7,1,74,78,6,4,2,7,6,2,1
1,0,87,52,9,7,1,8,4,3,0
2,1,60,57,1,5,4,9,5,1,0
3,3,60,51,10,6,1,2,7,2,1
4,2,60,80,5,7,1,5,10,8,1
4,2,99,100,9,8,5,2,9,3,1
3,2,83,98,8,6,1,8,4,9,1
6,0,71,86,7,4,3,4,10,4,1
5,0,94,69,10,4,2,4,1,2,1
1,2,44,78,2,6,0,10,6,7,0
4,3,78,66,9,8,0,8,2,9,1
2,3,48,59,8,4,3,7,7,5,1
1,0,92,90,10,4,5,1,6,1,0
2,2,57,71,10,7,3,7,9,9,1
6,3,60,55,9,5,0,10,6,9,1
0,3,47,92,9,8,4,3,6,7,1
1,3,83,83,9,7,0,5,4,1,1
7,0,91,80,3,5,0,8,9,4,1
4,2,73,61,7,4,2,6,3,1,1
1,1,49,61,1,5,0,8,1,3,0
1,2,90,65,9,4,0,5,10,7,1
1,2,80,74,9,7,1,10,8,1,1
5,0,96,71,3,4,3,9,8,8,0
1,3,63,76,5,5,0,6,1,10,1
2,3,79,73,8,7,0,9,9,4,1
0,0,63,61,6,5,4,4,2,4,0
6,0,95,67,10,5,0,2,6,1,1
3,0,71,94,10,6,2,8,9,5,1
1,0,95,96,9,4,5,5,6,8,0
4,0,72,65,3,4,4,2,7,8,0
1,1,77,53,7,5,0,6,9,7,1
4,2,83,61,6,4,5,3,5,7,1
2,2,96,98,5,8,2,1,1,8,1
4,2,95,82,4,4,3,6,9,8,1
7,3,90,71,5,7,0,8,10,1,1
3,1,98,67,4,4,3,1,7,2,1
0,2,88,97,3,8,0,3,8,10,1
4,3,73,82,7,5,4,6,2,8,1
4,1,50,76,6,4,4,10,5,1,0
0,1,70,91,4,7,5,3,8,9,0
3,3,57,68,9,8,2,7,7,9,1
1,1,62,97,1,6,1,6,7,10,1
4,3,99,63,1,5,5,9,4,2,0
0,2,61,74,9,5,5,6,2,6,0
7,3,82,83,7,5,2,7,10,4,1
7,1,57,73,2,8,0,2,3,10,1
2,2,79,87,10,4,3,10,9,7,1
0,2,86,72,5,4,3,4,4,2,0
2,0,80,54,4,4,0,5,1,10,0
7,0,86,93,1,4,1,2,10,1,1
3,1,78,85,9,5,1,10,4,9,1
1,3,59,73,6,6,1,10,8,9,1
0,3,52,85,6,5,0,10,8,9,1
6,1,84,54,4,6,4,7,10,5,1
7,2,40,88,2,6,5,4,10,3,1
7,1,91,55,8,4,4,9,2,6,1
6,1,43,94,8,7,0,8,10,10,1
5,2,63,85,3,8,4,10,4,1,0
7,3,75,94,7,7,1,9,7,10,1
4,1,75,53,7,6,4,8,8,8,1
3,3,84,59,5,7,0,5,1,10,1
0,1,41,50,5,6,5,9,8,4,0
6,2,67,70,8,5,4,5,1,2,1
4,2,65,89,4,5,4,8,6,4,0
6,0,62,88,1,4,4,4,5,1,0
0,2,54,86,1,8,4,5,10,10,0
2,0,75,52,9,5,5,4,7,10,0
0,1,66,96,4,8,0,2,6,8,1
5,3,45,80,1,4,2,4,10,6,1
0,2,74,76,2,8,4,5,1,1,0
0,2,78,66,10,5,2,6,6,1,0
5,2,77,72,7,5,5,4,3,2,1
3,1,74,62,2,7,0,10,6,7,1
7,0,75,96,1,7,3,4,7,2,1
0,1,49,76,10,7,2,6,6,3,0
5,3,69,100,9,8,0,7,9,9,1
4,1,92,69,5,5,3,7,9,1,0
2,3,80,95,4,4,4,4,8,9,1
2,2,77,62,4,6,5,5,5,6,0
0,3,68,93,1,5,5,3,10,9,0
3,3,91,73,3,7,0,5,3,10,1
3,0,98,90,1,7,1,10,4,8,0
4,3,82,52,5,8,3,5,10,7,1
0,3,78,92,5,7,1,4,8,10,1
2,1,89,59,9,8,5,6,9,7,1
3,2,43,50,8,4,5,5,8,6,0
0,1,44,98,5,7,4,8,10,8,0
6,1,43,62,5,8,4,2,3,9,1
3,2,75,63,7,7,2,6,7,8,1
5,2,98,82,2,8,5,2,8,9,1
6,3,84,51,7,5,4,6,3,5,1
7,3,55,51,1,8,2,4,1,3,1
3,0,64,88,5,6,3,1,7,4,1
2,1,53,90,6,4,1,6,3,4,0
1,2,50,80,10,5,3,3,1,9,1
6,3,68,53,1,4,1,7,7,9,1
7,2,73,83,9,5,0,3,7,1,1
4,3,61,68,9,7,3,10,4,5,1
4,0,53,86,1,8,0,4,2,2,0
2,0,95,58,4,7,1,9,10,5,0
3,2,63,73,8,4,5,7,5,5,0
0,0,98,62,2,4,5,4,9,3,0
3,2,78,93,8,5,2,2,6,4,1
2,3,65,79,10,4,3,5,10,7,1
4,1,82,68,9,8,3,8,9,10,1
3,0,75,90,9,4,2,2,1,4,0
4,3,78,59,1,7,2,9,2,3,1
6,1,55,100,9,8,4,5,6,10,1
7,1,97,91,4,4,5,6,3,4,1
0,1,77,93,8,6,4,7,2,2,0
6,3,98,63,9,6,1,9,6,1,1
4,3,71,89,3,7,5,7,7,5,1
4,2,45,97,6,5,3,4,4,9,1
1,1,73,98,3,5,2,5,10,9,1
1,1,95,69,1,4,2,3,9,1,0
6,1,47,53,10,8,5,1,3,1,1
5,2,69,87,6,5,0,3,2,8,1
6,1,66,93,5,6,4,1,5,7,1
1,3,46,99,3,5,5,5,9,7,0
4,1,66,88,4,6,5,7,1,9,0
2,0,64,54,2,5,0,9,6,5,0
6,3,95,91,10,7,2,4,8,8,1
4,2,85,81,10,8,3,10,7,7,1
2,1,80,55,4,4,3,10,6,2,0
2,0,54,63,4,6,0,1,3,2,0
1,2,64,55,3,5,4,7,9,4,0
6,2,61,63,6,4,1,3,5,1,1
3,3,57,61,1,6,5,1,1,10,1
0,2,51,76,9,6,3,4,9,5,1
1,2,62,75,10,7,1,9,10,5,1
1,2,90,61,3,5,5,6,9,1,0
3,2,84,57,3,4,4,6,1,5,0
0,1,78,59,3,5,0,7,7,4,0
4,1,64,65,7,5,4,1,9,10,1
5,1,49,75,8,8,2,5,2,5,1
6,1,69,57,2,6,4,4,10,4,1
5,0,49,90,1,6,0,4,6,9,1
4,1,73,94,5,8,0,7,10,9,1
7,2,85,78,8,8,4,2,1,3,1
1,1,52,69,3,5,5,5,3,3,0
0,1,93,66,6,6,0,7,5,3,1
1,3,68,68,3,4,2,3,7,7,1
2,2,77,66,6,7,1,2,5,1,1
1,1,80,88,4,8,4,1,8,4,1
1,1,84,50,7,4,0,5,5,9,1
4,1,48,78,10,4,5,5,6,8,1
4,0,52,63,1,5,5,4,2,3,0
4,1,76,66,1,8,5,8,5,8,0
5,3,53,62,5,4,1,2,7,6,1
2,2,76,78,9,7,2,4,1,10,1
7,2,48,83,5,4,4,5,10,3,1
7,1,47,76,4,7,0,9,9,9,1
4,1,78,95,8,7,1,3,9,10,1
0,1,79,82,5,7,2,1,8,7,1
5,2,93,78,1,8,3,4,9,8,1
3,2,42,86,7,7,0,10,5,10,1
0,0,94,88,4,8,5,6,7,2,0
6,3,95,68,10,4,5,7,1,3,1
6,0,86,95,5,7,2,4,7,7,1
0,3,79,73,6,6,1,4,9,2,1
4,0,72,63,7,4,5,6,3,6,0
3,2,71,96,2,6,4,1,9,7,1
3,0,46,86,1,6,1,5,5,6,0
5,3,58,54,3,5,5,3,9,5,1
3,1,73,73,10,8,4,8,8,9,1
6,3,53,83,1,5,2,5,7,3,1
2,1,89,99,4,8,2,7,10,5,1
4,2,86,80,6,5,1,8,6,5,1
3,3,85,79,5,4,1,8,2,8,1
5,0,95,58,4,6,4,2,7,8,1
6,3,96,76,7,4,0,2,2,1,1
2,1,58,77,6,8,1,10,6,6,0
1,2,90,91,3,6,5,5,6,6,0
1,0,93,75,9,6,0,3,9,10,1
2,3,98,67,5,8,0,10,10,2,1
6,1,65,85,10,4,0,1,4,5,1
5,0,56,57,1,6,2,8,9,6,0
2,2,93,67,6,4,2,6,2,3,0
4,0,67,69,5,4,0,3,5,1,0
4,2,58,81,10,4,0,8,3,9,1
1,0,66,78,8,6,2,1,6,2,0
3,3,87,98,4,7,4,3,2,4,1
5,1,91,97,1,5,5,9,10,9,0
1,3,96,67,2,8,3,6,9,9,1
3,3,58,56,8,4,1,1,4,8,1
3,2,72,50,10,6,0,9,7,4,1
7,2,90,77,8,8,2,7,5,1,1
4,2,46,82,5,7,0,1,8,7,1
6,3,68,99,6,7,0,1,4,2,1
0,0,94,53,2,6,0,5,7,8,0
6,0,82,69,9,4,0,4,5,10,1
0,3,44,85,6,7,4,8,3,10,0
2,3,69,80,9,7,1,2,8,2,1
4,1,88,87,10,7,1,6,6,10,1
3,2,82,77,3,6,2,8,4,3,1
5,2,95,52,6,8,4,1,9,6,1
0,3,97,55,10,5,4,3,9,4,1
6,3,47,94,5,6,1,1,2,2,1
3,0,81,72,9,4,2,7,10,1,0
0,3,51,56,10,6,4,1,9,3,1
0,0,81,85,1,6,2,9,4,4,0
7,3,52,50,9,5,1,8,9,9,1
0,1,65,55,5,5,0,3,10,9,1
5,1,57,73,1,5,5,4,8,5,0
4,0,81,86,10,8,5,9,10,5,1
5,2,90,94,8,6,5,10,3,7,1
1,1,91,100,7,4,4,6,10,8,1
3,0,88,85,6,5,2,5,7,3,0
4,3,59,73,2,5,0,5,2,5,1
7,3,55,87,5,6,1,1,2,7,1
4,0,76,94,3,4,3,1,4,2,0
4,2,42,78,2,5,5,3,10,9,1
6,0,66,86,10,6,4,2,7,3,1
4,0,54,94,1,7,4,10,4,7,0
7,1,97,81,9,8,2,1,2,9,1
5,0,73,74,2,6,1,5,2,9,1
4,0,84,59,1,5,5,3,5,3,0
2,3,61,84,7,4,1,7,3,2,1
3,1,79,74,9,7,4,8,3,5,1
4,3,62,76,6,4,4,10,1,5,0
3,3,98,94,8,4,5,6,3,8,1
2,2,88,81,7,4,5,5,4,6,0
2,2,43,61,9,6,2,10,6,7,1
3,1,90,53,7,6,2,5,6,8,1
0,1,93,91,6,8,3,1,5,9,1
1,2,96,75,1,7,0,6,4,4,1
6,2,80,52,9,4,2,6,6,5,1
0,2,62,66,10,5,0,3,5,4,1
0,2,86,58,5,4,4,4,10,9,1
5,2,99,78,2,7,3,4,1,2,1
6,3,48,50,8,4,3,6,2,8,1
6,1,63,67,4,6,3,8,9,7,1
0,3,60,90,3,6,1,9,10,7,1
4,3,80,69,1,7,5,9,4,8,1
5,0,85,90,5,8,5,5,6,1,0
5,3,94,83,3,4,4,8,5,1,1
2,2,92,100,4,7,1,8,2,7,1
7,2,55,77,9,5,1,10,1,2,1
6,0,95,97,7,5,3,4,1,4,1
0,0,94,84,5,8,1,4,1,6,0
2,0,64,65,8,6,4,3,6,5,0
3,0,65,70,6,7,4,5,10,5,0
1,0,88,62,10,4,1,8,7,6,0
7,3,84,84,2,7,5,8,7,10,1
7,0,48,91,7,8,4,9,9,7,1
7,3,54,81,1,7,5,1,3,2,1
5,1,78,99,3,8,0,4,9,4,1
3,0,72,87,1,8,1,6,1,7,0
7,0,40,55,1,8,3,5,2,5,0
3,3,44,99,5,7,3,4,7,10,1
4,1,95,87,6,5,4,3,2,9,1
7,3,48,87,3,4,4,2,10,6,1
1,3,83,62,3,8,3,9,4,4,0
3,0,45,95,3,6,0,10,2,10,0
3,2,67,88,1,8,3,3,2,4,0
1,2,84,62,5,7,1,4,1,3,1
7,3,65,96,1,8,3,1,9,6,1
1,0,67,61,10,6,2,1,10,8,1
3,1,79,82,10,5,0,10,3,1,1
1,2,54,77,3,7,0,9,1,2,0
3,1,45,52,6,7,3,4,10,4,1
3,2,66,67,6,7,2,10,6,7,1
4,0,77,75,3,6,1,4,8,2,1
0,3,43,89,9,7,3,6,7,10,1
3,1,50,51,8,5,1,2,7,8,1
7,1,60,53,3,4,2,6,2,3,0
2,3,69,99,5,4,3,7,4,2,0
5,1,57,77,5,8,3,1,6,7,1
6,2,74,77,5,4,1,8,2,10,1
0,3,42,74,3,6,3,6,5,9,0
0,2,51,75,5,4,2,9,5,4,0
0,2,66,94,5,6,3,4,3,2,0
4,0,92,96,4,6,4,2,2,9,1
3,2,69,51,4,8,2,9,7,10,1
4,0,60,91,2,4,0,8,8,5,0
3,1,77,83,9,8,1,2,4,10,1
7,1,60,79,7,7,5,8,4,7,1
4,0,99,70,1,5,5,8,9,10,0
4,2,77,93,5,4,2,5,4,5,1
5,3,79,86,2,7,5,7,10,5,1
2,3,54,93,10,7,0,7,3,6,1
4,0,57,72,6,8,0,4,1,5,1
5,1,91,82,7,8,2,6,3,8,1
1,1,68,51,2,5,0,10,5,4,0
2,3,87,76,6,5,0,6,2,3,1
7,0,77,97,3,5,5,6,5,3,0
4,3,99,71,9,5,4,9,9,2,1
6,2,60,83,4,8,3,2,10,8,1
0,2,56,65,3,6,5,10,6,7,0
1,0,80,69,3,8,5,8,3,6,0
1,0,90,75,2,6,4,8,5,2,0
7,2,57,65,9,8,3,1,1,2,1
5,1,96,55,8,8,0,2,8,10,1
1,0,94,94,5,5,3,4,9,1,0
2,2,76,93,9,6,4,5,5,10,1
4,2,99,72,2,7,1,5,9,2,1
4,1,77,91,6,7,1,6,8,9,1
6,1,51,86,7,7,3,7,8,1,1
7,1,50,57,6,5,1,1,2,10,1
0,1,87,55,3,7,2,7,5,4,0
5,3,91,86,10,8,1,6,8,2,1
0,1,88,71,10,5,3,5,3,5,0
1,3,59,55,10,7,0,6,1,10,1
7,0,48,81,9,5,4,8,4,8,1
6,2,40,66,8,8,1,6,4,1,1
0,3,97,87,8,5,3,5,10,9,1
2,0,42,66,8,7,4,6,4,7,0
4,0,60,86,9,5,2,9,4,5,0
1,3,62,72,1,4,0,1,9,5,1
6,0,48,98,8,7,5,3,1,9,1
0,0,93,98,2,8,4,3,9,9,0
5,3,58,62,4,6,5,9,7,2,1
2,0,84,81,1,5,4,3,5,8,0
2,1,94,71,6,5,3,6,2,5,0
0,1,85,56,10,7,2,9,10,2,1
4,2,91,71,1,7,1,10,10,9,1
0,0,58,70,5,4,2,5,10,4,0
1,2,62,55,9,8,0,10,4,5,1
0,1,66,63,1,5,5,9,4,7,0
2,1,66,65,9,5,1,9,4,2,0
6,1,78,52,4,6,5,6,2,5,0
0,0,75,58,3,5,2,8,8,8,0
4,0,51,96,8,5,0,9,4,1,0
7,1,94,70,6,4,4,9,9,8,1
6,2,66,99,7,6,4,8,2,2,1
5,2,85,79,9,5,5,4,7,4,1
3,3,73,79,5,5,5,8,5,3,0
0,1,72,91,2,8,4,2,5,2,0
4,2,67,91,3,5,5,3,7,10,1
6,1,70,81,3,4,4,9,4,10,0
4,2,71,72,4,5,5,10,3,2,0
5,3,89,52,10,5,1,4,9,10,1
2,3,59,50,7,7,5,2,3,6,1
4,1,79,52,10,5,4,3,5,3,1
6,2,74,86,6,6,1,7,2,10,1
4,0,70,56,3,7,1,9,7,4,0
4,3,97,52,7,6,2,7,7,4,1
4,1,70,85,4,6,4,8,5,2,0
1,1,77,98,10,4,3,3,8,4,1
1,2,61,52,8,5,5,7,9,2,0
2,1,84,53,7,6,4,1,4,4,1
0,3,80,80,7,5,3,6,2,8,1
4,1,48,51,9,5,4,3,2,9,0
5,1,91,63,8,4,1,2,4,4,1
0,0,48,86,1,4,4,4,6,4,0
5,0,54,80,7,6,4,9,6,7,0
0,3,52,51,3,6,4,6,2,1,0
2,2,61,80,4,7,4,9,1,7,0
4,0,55,96,6,5,2,8,2,9,0
4,2,71,92,5,5,5,5,8,4,1
3,3,41,71,8,4,2,8,5,2,1
5,0,65,59,2,4,1,2,3,4,0
0,2,53,79,5,6,1,8,9,2,0
0,0,98,82,5,7,3,1,7,10,1
7,3,77,68,3,7,1,3,8,7,1
7,3,73,95,10,4,2,7,6,6,1
1,0,47,74,5,4,1,4,7,2,0
3,2,75,95,4,7,3,7,3,6,1
6,1,60,50,5,7,3,1,1,9,1
7,1,95,81,10,6,2,7,1,8,1
6,0,85,74,9,7,1,3,1,9,1
1,2,82,90,7,5,5,2,7,5,1
1,1,95,66,1,7,3,9,2,10,0
1,3,67,63,3,8,1,2,6,2,1
5,2,85,94,9,7,1,3,1,5,1
5,1,83,62,4,4,5,3,10,10,1
2,2,87,87,4,4,2,4,8,3,1
2,0,45,88,10,8,2,7,5,4,0
1,2,59,51,6,5,1,7,9,7,1
3,1,70,81,3,7,4,9,3,2,0
0,0,72,81,3,7,4,10,2,6,0
5,2,83,89,9,8,0,8,8,1,1
3,3,46,55,5,6,0,6,5,10,1
4,1,47,74,7,6,0,6,1,3,1
5,0,48,52,5,5,2,5,6,7,0
5,2,41,67,6,7,1,2,3,5,1
2,3,56,99,8,7,5,6,8,8,1
0,1,91,87,8,7,5,6,6,7,0
0,3,84,92,2,4,3,5,2,7,0
7,2,76,52,9,6,1,6,6,1,1
6,2,81,97,10,8,1,5,3,1,1
6,0,83,54,6,4,0,4,7,6,1
6,3,56,73,7,4,1,3,1,8,1
6,0,92,83,3,6,5,1,1,3,0
4,1,77,96,4,7,0,4,10,8,1
4,0,74,97,6,5,1,9,4,8,1
5,1,99,88,7,8,3,7,7,1,1
1,2,86,97,6,6,4,7,4,5,1
2,2,78,73,5,5,4,7,9,9,1
2,3,69,85,2,6,2,4,8,10,1
6,1,45,77,7,6,3,7,5,10,1
5,2,43,97,5,6,5,2,1,3,1
7,3,90,98,9,6,1,8,3,9,1
3,3,76,83,4,7,3,10,8,9,1
1,0,74,65,10,4,1,8,7,1,0
5,3,97,85,2,6,3,9,8,2,1
1,2,96,56,7,5,3,5,1,3,0
1,0,48,67,7,5,4,10,2,4,0
1,1,45,55,1,5,3,8,10,5,0
5,1,52,99,5,4,2,2,7,5,1
6,2,98,77,3,4,1,10,5,10,1
2,2,61,88,9,5,0,10,5,5,1
2,0,67,83,9,7,3,8,10,3,0
6,0,69,100,7,4,0,10,9,6,1
1,2,91,90,9,4,4,9,1,4,0
3,2,75,78,2,7,0,6,5,9,1
0,1,41,53,10,6,2,6,7,2,0
5,1,97,63,8,4,2,4,5,1,1
0,1,75,54,10,5,4,8,10,7,0
7,2,47,74,10,5,5,7,7,9,1
6,3,84,88,10,7,2,9,1,10,1
3,2,81,57,1,5,1,1,5,9,1
5,2,89,64,3,8,5,10,6,3,0
6,1,48,68,8,5,2,8,6,1,0
1,2,40,60,8,7,5,8,4,9,0
2,0,52,69,10,7,3,9,5,7,0
0,2,89,85,8,7,2,7,8,8,1
4,2,54,67,7,8,5,9,6,6,1
4,2,71,63,2,4,1,10,1,10,0
3,2,73,87,3,6,4,8,5,6,0
1,3,82,74,9,5,2,9,7,4,1
7,2,70,65,2,4,1,9,8,2,1
0,0,53,67,7,7,3,1,4,1,0
1,0,93,50,1,4,0,3,2,6,0
0,2,86,89,3,4,0,6,4,9,1
3,1,53,50,1,8,4,7,6,10,0
3,3,87,50,6,7,4,4,6,10,1
7,2,94,100,4,7,0,10,6,2,1
4,2,68,70,1,5,0,2,1,1,0
1,2,86,74,5,5,4,4,7,1,0
5,1,58,76,4,5,0,6,7,7,1
4,1,66,59,10,5,2,4,5,1,1
1,1,48,99,10,4,5,10,4,9,0
4,3,76,61,2,4,1,2,3,9,1
5,0,76,77,7,5,5,9,8,3,0
2,3,82,98,8,5,4,1,8,2,1
2,1,67,81,4,5,1,10,3,9,0
7,0,91,82,9,6,3,7,5,3,1
2,0,96,57,3,5,3,9,8,2,0
2,1,63,91,6,6,2,3,10,4,1
6,1,67,75,7,5,3,6,10,7,1
0,3,75,91,7,7,4,9,6,4,1
6,1,91,99,6,8,2,9,2,8,1
6,0,57,90,9,4,5,4,1,5,0
7,2,64,51,1,7,2,8,7,2,1
6,1,74,84,9,8,4,8,2,10,1
2,1,43,83,9,6,0,7,10,4,1
5,3,53,55,4,4,1,6,10,7,1
7,3,78,80,5,6,4,3,4,1,1
7,1,65,72,3,6,0,4,6,7,1
3,0,47,61,7,4,0,9,7,3,0
7,0,63,100,2,8,3,10,7,7,1
3,2,55,77,8,4,5,7,7,3,0
7,1,59,64,9,5,2,8,4,8,1
0,3,54,68,6,6,2,6,10,4,1
2,0,46,61,9,5,3,1,10,1,0
7,2,97,99,6,4,3,9,6,1,1
2,1,56,97,3,4,2,3,3,4,0
2,0,61,51,10,8,4,3,8,9,1
4,1,61,60,3,6,4,9,1,5,0
7,1,93,93,2,7,4,4,8,5,1
1,0,51,86,5,4,4,8,5,3,0
4,0,57,87,4,7,3,4,8,5,0
1,0,95,74,6,6,1,2,4,7,1
2,1,85,92,5,5,1,5,2,3,0
2,1,86,70,6,6,2,3,4,5,1
4,2,54,91,4,8,1,4,8,3,1
4,3,76,85,3,7,4,3,10,1,1
1,1,55,58,1,7,3,1,1,6,0
3,3,44,61,5,5,4,4,5,3,0
1,0,41,59,6,5,0,9,6,2,0
4,1,91,95,5,4,3,7,4,3,0
5,2,67,54,5,6,0,6,4,5,1
4,2,96,82,6,8,0,10,4,5,1
5,3,80,54,4,4,2,9,3,9,1
0,0,93,65,4,6,0,4,10,9,1
4,3,66,86,8,5,1,6,5,2,1
0,0,70,86,8,8,1,3,6,6,1
3,2,80,78,3,5,0,3,3,9,1
1,3,75,67,7,5,2,10,3,9,1
5,2,86,78,5,7,0,10,9,6,1
1,2,82,55,5,6,3,8,2,1,0
0,0,40,67,3,4,3,5,6,1,0
5,3,89,81,2,7,3,8,8,9,1
1,3,68,91,3,6,3,9,8,3,1
4,2,40,96,7,6,0,2,1,5,1
2,2,47,80,3,6,4,7,1,6,0
0,0,96,60,2,8,4,2,8,1,0
1,1,55,75,4,7,5,7,1,1,0
0,1,97,77,5,4,3,3,3,4,0
6,2,67,76,7,7,5,8,9,6,1
0,1,61,68,1,5,5,4,3,8,0
5,1,57,94,8,6,2,9,2,7,1
6,1,61,76,10,5,2,4,1,2,1
7,1,80,69,3,7,0,2,1,4,1
5,2,51,52,6,4,4,4,10,5,1
2,1,58,65,4,5,0,5,3,8,0
6,1,64,88,5,5,1,8,6,7,1
7,0,89,93,10,8,3,3,7,4,1
4,2,98,78,6,7,1,9,6,8,1
0,3,44,64,2,5,1,9,6,8,0
1,3,98,79,3,7,5,10,9,4,1
3,0,73,89,8,4,2,3,4,2,0
0,0,78,98,8,5,4,8,5,3,0
7,2,98,50,1,4,5,6,1,5,0
0,3,49,78,10,5,5,6,4,1,0
2,1,86,79,8,6,3,2,10,5,1
4,0,96,89,2,8,0,8,6,4,1
3,3,46,95,10,8,3,7,7,5,1
6,2,99,81,10,8,0,2,2,1,1
6,1,76,59,8,4,0,4,10,10,1
6,2,86,76,10,7,4,5,6,7,1
7,0,91,100,5,8,1,9,3,10,1
5,3,99,57,1,5,0,10,7,9,1
5,3,91,100,8,5,4,2,9,5,1
1,3,54,85,5,6,1,7,4,3,1
3,3,81,91,1,4,5,5,8,9,1
6,1,63,84,4,5,5,2,10,6,1
5,1,65,85,1,5,1,10,6,6,0
7,2,65,97,9,6,3,3,3,10,1
1,1,85,85,10,6,3,5,3,10,1
4,0,65,74,2,7,3,10,3,3,0
1,0,97,69,8,7,2,1,4,1,0
5,3,49,94,4,7,1,7,2,4,1
2,0,56,66,9,5,2,1,5,4,0
7,2,92,72,2,6,3,6,8,3,1
2,1,53,74,3,4,4,6,7,5,0
6,1,41,97,2,7,3,1,9,9,1
2,1,87,98,10,8,0,7,3,9,1
6,0,52,80,5,5,4,8,4,8,0
