age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
38,"admin.","married","secondary",1,8,0,1,"unknown",7,"may",125,1,-1,0,"unknown",1
37,"services","married","secondary",1,78,0,1,"unknown",7,"may",295,2,-1,0,"unknown",1
38,"blue-collar","married","secondary",1,266,0,1,"unknown",7,"may",287,1,-1,0,"unknown",1
33,"housemaid","married","tertiary",1,98,0,0,"unknown",7,"may",109,1,-1,0,"unknown",1
38,"blue-collar","married","primary",1,83,0,1,"unknown",7,"may",140,2,-1,0,"unknown",1
37,"management","single","tertiary",0,45,0,1,"unknown",7,"may",204,1,-1,0,"unknown",1
29,"unemployed","married","tertiary",1,8,0,1,"unknown",7,"may",233,1,-1,0,"unknown",1
42,"management","married","tertiary",1,263,0,1,"unknown",7,"may",254,1,-1,0,"unknown",1
40,"blue-collar","married","secondary",1,306,0,1,"unknown",7,"may",184,2,-1,0,"unknown",1
32,"management","married","tertiary",1,233,0,1,"unknown",7,"may",193,1,-1,0,"unknown",1
47,"management","divorced","tertiary",1,447,1,0,"unknown",7,"may",126,1,-1,0,"unknown",1
29,"student","single","secondary",1,872,0,1,"unknown",7,"may",230,1,-1,0,"unknown",1
53,"services","divorced","primary",1,-291,0,0,"unknown",7,"may",591,1,-1,0,"unknown",0
31,"services","married","tertiary",1,309,0,0,"unknown",7,"may",294,1,-1,0,"unknown",1
59,"blue-collar","married","secondary",1,202,0,1,"unknown",7,"may",173,1,-1,0,"unknown",1
29,"entrepreneur","married","primary",1,56,0,0,"unknown",7,"may",336,1,-1,0,"unknown",1
59,"blue-collar","married","primary",1,229,0,0,"unknown",7,"may",19,1,-1,0,"unknown",1
44,"blue-collar","married","primary",1,143,0,1,"unknown",7,"may",153,1,-1,0,"unknown",1
38,"admin.","single","secondary",1,100,0,1,"unknown",7,"may",786,1,-1,0,"unknown",0
49,"admin.","married","secondary",1,326,0,1,"unknown",7,"may",99,2,-1,0,"unknown",1
43,"blue-collar","married","secondary",1,167,0,1,"unknown",7,"may",243,1,-1,0,"unknown",1
52,"admin.","single","secondary",1,545,0,1,"unknown",7,"may",260,1,-1,0,"unknown",1
40,"admin.","married","secondary",1,2100,0,0,"unknown",7,"may",164,2,-1,0,"unknown",1
32,"services","married","secondary",1,0,0,0,"unknown",7,"may",255,2,-1,0,"unknown",1
47,"admin.","married","primary",1,192,0,1,"unknown",7,"may",47,1,-1,0,"unknown",1
33,"management","married","tertiary",1,442,0,1,"unknown",7,"may",463,1,-1,0,"unknown",1
35,"management","married","tertiary",1,267,0,1,"unknown",7,"may",192,1,-1,0,"unknown",1
27,"services","single","secondary",1,0,0,1,"unknown",7,"may",388,7,-1,0,"unknown",1
50,"blue-collar","married","primary",1,377,0,1,"unknown",7,"may",221,1,-1,0,"unknown",1
44,"retired","married","secondary",1,7624,1,1,"unknown",7,"may",126,5,-1,0,"unknown",1
43,"self-employed","married","primary",1,66,0,1,"unknown",7,"may",175,5,-1,0,"unknown",1
51,"blue-collar","married","unknown",1,37,0,1,"unknown",7,"may",256,6,-1,0,"unknown",1
32,"admin.","single","secondary",1,64,0,1,"unknown",7,"may",202,2,-1,0,"unknown",1
47,"management","divorced","tertiary",1,34,0,1,"unknown",7,"may",104,1,-1,0,"unknown",1
34,"admin.","divorced","secondary",1,627,0,1,"unknown",7,"may",283,2,-1,0,"unknown",1
57,"self-employed","married","primary",1,1013,0,1,"unknown",7,"may",448,1,-1,0,"unknown",1
43,"admin.","single","secondary",1,140,0,1,"unknown",7,"may",127,1,-1,0,"unknown",1
40,"services","single","tertiary",1,8823,0,1,"unknown",7,"may",378,1,-1,0,"unknown",1
28,"blue-collar","single","secondary",1,97,0,1,"unknown",7,"may",67,1,-1,0,"unknown",1
38,"blue-collar","married","unknown",1,5,0,1,"unknown",7,"may",221,2,-1,0,"unknown",1
37,"unemployed","divorced","secondary",1,74,0,1,"unknown",7,"may",150,1,-1,0,"unknown",1
44,"admin.","married","secondary",1,58544,0,1,"unknown",7,"may",144,2,-1,0,"unknown",1
41,"technician","married","secondary",1,169,0,1,"unknown",7,"may",296,2,-1,0,"unknown",1
37,"self-employed","married","tertiary",1,444,0,1,"unknown",7,"may",401,2,-1,0,"unknown",1
30,"services","single","tertiary",1,542,0,1,"unknown",7,"may",435,2,-1,0,"unknown",1
32,"blue-collar","married","secondary",1,-205,0,1,"unknown",7,"may",388,1,-1,0,"unknown",1
30,"management","single","tertiary",1,112,0,1,"unknown",7,"may",245,1,-1,0,"unknown",1
35,"services","married","secondary",1,39,1,1,"unknown",7,"may",143,1,-1,0,"unknown",1
55,"blue-collar","married","secondary",1,1268,0,1,"unknown",7,"may",223,2,-1,0,"unknown",1
52,"blue-collar","married","secondary",1,-98,0,1,"unknown",7,"may",423,1,-1,0,"unknown",1
33,"admin.","married","secondary",1,44,0,0,"unknown",7,"may",231,1,-1,0,"unknown",1
55,"retired","married","primary",1,-90,0,0,"unknown",7,"may",634,2,-1,0,"unknown",1
33,"blue-collar","married","secondary",1,0,1,1,"unknown",7,"may",107,1,-1,0,"unknown",1
40,"blue-collar","married","secondary",0,-94,0,0,"unknown",7,"may",227,1,-1,0,"unknown",1
39,"blue-collar","married","secondary",0,-345,0,1,"unknown",7,"may",69,1,-1,0,"unknown",1
54,"blue-collar","married","secondary",1,-932,0,1,"unknown",7,"may",799,1,-1,0,"unknown",1
39,"blue-collar","married","primary",1,20,0,1,"unknown",7,"may",109,1,-1,0,"unknown",1
49,"blue-collar","married","secondary",1,90,0,1,"unknown",7,"may",127,1,-1,0,"unknown",1
52,"admin.","married","secondary",1,31,0,1,"unknown",7,"may",120,1,-1,0,"unknown",1
27,"management","single","tertiary",1,134,0,0,"unknown",7,"may",68,3,-1,0,"unknown",1
26,"services","married","secondary",1,0,0,1,"unknown",7,"may",180,2,-1,0,"unknown",1
40,"blue-collar","married","secondary",1,61,0,1,"unknown",7,"may",112,3,-1,0,"unknown",1
47,"blue-collar","married","secondary",0,-5,0,1,"unknown",7,"may",444,1,-1,0,"unknown",1
31,"services","single","secondary",1,-45,1,1,"unknown",7,"may",246,2,-1,0,"unknown",1
53,"blue-collar","single","secondary",1,156,0,0,"unknown",7,"may",259,4,-1,0,"unknown",1
31,"services","married","secondary",1,564,0,1,"unknown",7,"may",223,3,-1,0,"unknown",1
33,"admin.","married","secondary",1,-6,0,1,"unknown",7,"may",566,2,-1,0,"unknown",1
35,"services","married","secondary",1,528,1,1,"unknown",7,"may",274,2,-1,0,"unknown",1
46,"entrepreneur","married","unknown",1,1481,0,1,"unknown",7,"may",49,3,-1,0,"unknown",1
31,"management","married","secondary",1,2019,1,1,"unknown",7,"may",380,2,-1,0,"unknown",1
35,"technician","single","secondary",1,1855,0,1,"unknown",7,"may",138,1,-1,0,"unknown",1
29,"management","married","secondary",1,147,0,0,"unknown",7,"may",376,2,-1,0,"unknown",1
51,"technician","married","secondary",1,220,0,1,"unknown",7,"may",421,2,-1,0,"unknown",1
33,"blue-collar","married","primary",1,198,0,1,"unknown",7,"may",121,2,-1,0,"unknown",1
37,"management","married","tertiary",1,115,1,1,"unknown",7,"may",36,1,-1,0,"unknown",1
43,"admin.","single","unknown",1,87,0,1,"unknown",7,"may",328,2,-1,0,"unknown",1
42,"technician","married","tertiary",1,644,0,1,"unknown",7,"may",19,1,-1,0,"unknown",1
28,"blue-collar","married","secondary",1,225,0,0,"unknown",7,"may",866,2,-1,0,"unknown",1
57,"retired","married","secondary",1,502,0,1,"unknown",7,"may",229,3,-1,0,"unknown",1
38,"services","married","secondary",1,-32,0,1,"unknown",7,"may",154,2,-1,0,"unknown",1
39,"blue-collar","married","primary",1,106,0,1,"unknown",7,"may",56,1,-1,0,"unknown",1
36,"technician","married","tertiary",1,301,0,1,"unknown",7,"may",1581,2,-1,0,"unknown",1
57,"retired","married","tertiary",1,906,0,1,"unknown",7,"may",117,1,-1,0,"unknown",1
44,"management","married","unknown",1,187,0,1,"unknown",7,"may",185,1,-1,0,"unknown",1
48,"services","divorced","secondary",1,852,0,0,"unknown",7,"may",202,1,-1,0,"unknown",1
46,"blue-collar","married","primary",1,143,0,1,"unknown",7,"may",279,1,-1,0,"unknown",1
43,"admin.","married","secondary",1,71,1,1,"unknown",7,"may",180,5,-1,0,"unknown",1
49,"services","married","secondary",1,1496,0,1,"unknown",7,"may",218,4,-1,0,"unknown",1
29,"services","single","secondary",1,703,0,1,"unknown",7,"may",129,5,-1,0,"unknown",1
53,"blue-collar","married","secondary",1,732,0,1,"unknown",7,"may",530,2,-1,0,"unknown",1
30,"services","single","secondary",1,21,0,1,"unknown",7,"may",104,2,-1,0,"unknown",1
41,"management","divorced","secondary",1,276,0,1,"unknown",7,"may",60,1,-1,0,"unknown",1
33,"technician","married","secondary",1,0,0,1,"unknown",7,"may",432,1,-1,0,"unknown",1
47,"blue-collar","married","primary",1,550,0,1,"unknown",7,"may",113,1,-1,0,"unknown",1
58,"retired","married","secondary",1,268,0,1,"unknown",7,"may",516,1,-1,0,"unknown",1
31,"unemployed","married","secondary",1,-825,0,1,"unknown",7,"may",179,2,-1,0,"unknown",1
38,"admin.","single","secondary",1,137,0,0,"unknown",7,"may",125,2,-1,0,"unknown",1
60,"retired","married","secondary",1,42,0,0,"unknown",7,"may",386,2,-1,0,"unknown",1
33,"management","single","tertiary",1,54,1,1,"unknown",7,"may",262,2,-1,0,"unknown",1
33,"unemployed","single","tertiary",1,1716,0,1,"unknown",7,"may",396,2,-1,0,"unknown",1
52,"admin.","married","primary",1,270,0,1,"unknown",7,"may",294,2,-1,0,"unknown",1
42,"blue-collar","married","primary",1,803,0,1,"unknown",7,"may",171,2,-1,0,"unknown",1
30,"technician","single","secondary",1,102,0,1,"unknown",7,"may",614,2,-1,0,"unknown",1
33,"entrepreneur","divorced","tertiary",1,188,0,1,"unknown",7,"may",118,3,-1,0,"unknown",1
46,"admin.","divorced","secondary",1,207,0,1,"unknown",7,"may",485,4,-1,0,"unknown",1
51,"blue-collar","married","primary",1,1466,0,1,"unknown",7,"may",406,2,-1,0,"unknown",1
40,"unemployed","single","secondary",1,350,0,1,"unknown",7,"may",287,1,-1,0,"unknown",1
50,"admin.","married","secondary",1,159,0,1,"unknown",7,"may",216,2,-1,0,"unknown",1
42,"entrepreneur","married","tertiary",1,157,0,0,"unknown",7,"may",650,1,-1,0,"unknown",1
38,"technician","married","secondary",1,0,1,1,"unknown",7,"may",55,1,-1,0,"unknown",1
36,"admin.","single","primary",1,91,0,1,"unknown",7,"may",371,2,-1,0,"unknown",1
37,"unemployed","divorced","primary",1,849,0,1,"unknown",7,"may",166,1,-1,0,"unknown",1
33,"management","married","tertiary",1,436,0,1,"unknown",7,"may",48,1,-1,0,"unknown",1
38,"blue-collar","single","secondary",1,-1,0,1,"unknown",7,"may",72,1,-1,0,"unknown",1
52,"blue-collar","married","tertiary",1,297,0,1,"unknown",7,"may",55,1,-1,0,"unknown",1
29,"blue-collar","married","secondary",1,313,0,0,"unknown",7,"may",144,1,-1,0,"unknown",1
37,"blue-collar","married","primary",1,310,0,1,"unknown",7,"may",474,1,-1,0,"unknown",1
34,"admin.","married","secondary",1,475,0,1,"unknown",7,"may",559,1,-1,0,"unknown",1
43,"blue-collar","married","primary",1,61,0,1,"unknown",7,"may",261,1,-1,0,"unknown",1
49,"services","married","secondary",1,1377,0,1,"unknown",7,"may",1101,1,-1,0,"unknown",1
33,"technician","single","secondary",1,56,1,1,"unknown",7,"may",236,2,-1,0,"unknown",1
47,"admin.","married","unknown",1,0,0,1,"unknown",7,"may",164,1,-1,0,"unknown",1
50,"technician","married","secondary",1,73,1,1,"unknown",7,"may",93,1,-1,0,"unknown",1
30,"blue-collar","single","primary",1,660,0,1,"unknown",7,"may",912,2,-1,0,"unknown",1
44,"services","married","primary",1,-79,0,1,"unknown",7,"may",179,2,-1,0,"unknown",1
44,"blue-collar","divorced","secondary",1,558,0,1,"unknown",7,"may",485,1,-1,0,"unknown",1
30,"services","single","secondary",1,342,0,1,"unknown",7,"may",206,2,-1,0,"unknown",1
40,"blue-collar","married","unknown",1,-4,0,1,"unknown",7,"may",311,1,-1,0,"unknown",1
41,"blue-collar","married","unknown",1,225,0,1,"unknown",7,"may",690,2,-1,0,"unknown",1
34,"blue-collar","married","primary",1,267,0,1,"unknown",7,"may",362,1,-1,0,"unknown",1
53,"services","married","primary",1,46,0,1,"unknown",7,"may",274,1,-1,0,"unknown",1
35,"blue-collar","married","primary",1,624,0,1,"unknown",7,"may",163,1,-1,0,"unknown",1
34,"technician","divorced","secondary",1,1107,0,0,"unknown",7,"may",345,1,-1,0,"unknown",1
39,"admin.","single","secondary",1,573,0,1,"unknown",7,"may",329,1,-1,0,"unknown",1
39,"management","single","tertiary",1,406,0,1,"unknown",7,"may",68,1,-1,0,"unknown",1
52,"services","divorced","secondary",1,220,0,1,"unknown",7,"may",143,3,-1,0,"unknown",1
34,"blue-collar","married","secondary",1,2308,0,1,"unknown",7,"may",1062,1,-1,0,"unknown",1
37,"blue-collar","divorced","primary",1,139,0,1,"unknown",7,"may",71,1,-1,0,"unknown",1
39,"admin.","married","secondary",1,367,0,1,"unknown",7,"may",106,1,-1,0,"unknown",1
52,"entrepreneur","divorced","primary",1,278,0,1,"unknown",7,"may",688,2,-1,0,"unknown",1
35,"blue-collar","married","primary",1,229,0,1,"unknown",7,"may",103,3,-1,0,"unknown",1
36,"entrepreneur","married","tertiary",1,1722,0,1,"unknown",7,"may",349,2,-1,0,"unknown",1
48,"technician","married","secondary",1,-500,0,1,"unknown",7,"may",78,5,-1,0,"unknown",1
31,"admin.","divorced","secondary",1,308,0,1,"unknown",7,"may",194,1,-1,0,"unknown",1
43,"technician","divorced","tertiary",1,1026,0,0,"unknown",7,"may",224,5,-1,0,"unknown",1
43,"blue-collar","single","primary",1,548,0,1,"unknown",7,"may",98,1,-1,0,"unknown",1
39,"blue-collar","married","secondary",1,356,0,0,"unknown",7,"may",607,1,-1,0,"unknown",1
40,"technician","married","primary",1,164,0,1,"unknown",7,"may",398,1,-1,0,"unknown",1
58,"management","married","tertiary",1,211,1,1,"unknown",7,"may",103,2,-1,0,"unknown",1
31,"blue-collar","married","primary",1,19,0,1,"unknown",7,"may",241,2,-1,0,"unknown",1
41,"blue-collar","married","secondary",1,108,0,0,"unknown",7,"may",203,1,-1,0,"unknown",1
37,"management","married","tertiary",1,308,0,1,"unknown",7,"may",96,3,-1,0,"unknown",1
44,"services","divorced","secondary",1,7,0,0,"unknown",7,"may",238,3,-1,0,"unknown",1
37,"technician","married","tertiary",1,16,0,0,"unknown",7,"may",153,3,-1,0,"unknown",1
39,"blue-collar","married","primary",1,867,0,1,"unknown",7,"may",481,1,-1,0,"unknown",1
41,"blue-collar","single","secondary",1,277,0,1,"unknown",7,"may",2177,4,-1,0,"unknown",1
52,"blue-collar","divorced","primary",1,196,0,1,"unknown",7,"may",119,3,-1,0,"unknown",1
29,"blue-collar","single","primary",1,365,0,0,"unknown",7,"may",245,2,-1,0,"unknown",1
60,"blue-collar","divorced","secondary",1,1310,1,1,"unknown",7,"may",152,2,-1,0,"unknown",1
32,"technician","married","secondary",1,186,1,1,"unknown",7,"may",418,2,-1,0,"unknown",1
50,"services","single","primary",1,148,0,1,"unknown",7,"may",198,2,-1,0,"unknown",1
56,"blue-collar","married","primary",1,862,0,0,"unknown",7,"may",198,2,-1,0,"unknown",1
48,"admin.","married","secondary",1,359,0,1,"unknown",7,"may",374,1,-1,0,"unknown",1
29,"blue-collar","married","primary",1,190,1,1,"unknown",7,"may",51,1,-1,0,"unknown",1
40,"blue-collar","married","secondary",1,4,0,0,"unknown",7,"may",263,1,-1,0,"unknown",1
42,"admin.","divorced","secondary",1,0,0,1,"unknown",7,"may",229,2,-1,0,"unknown",1
34,"blue-collar","married","secondary",1,42,0,1,"unknown",7,"may",154,2,-1,0,"unknown",1
23,"management","single","tertiary",1,2605,0,1,"unknown",7,"may",278,6,-1,0,"unknown",1
30,"technician","single","tertiary",1,60,0,0,"unknown",7,"may",306,5,-1,0,"unknown",1
51,"management","married","primary",1,98,0,1,"unknown",7,"may",114,2,-1,0,"unknown",1
52,"technician","single","secondary",1,-181,0,1,"unknown",7,"may",94,2,-1,0,"unknown",1
45,"technician","married","secondary",1,118,0,1,"unknown",7,"may",208,2,-1,0,"unknown",1
41,"blue-collar","married","secondary",1,-15,0,1,"unknown",7,"may",169,2,-1,0,"unknown",1
27,"student","single","secondary",1,671,0,1,"unknown",7,"may",332,2,-1,0,"unknown",1
50,"blue-collar","married","secondary",1,1557,0,1,"unknown",7,"may",263,6,-1,0,"unknown",1
36,"blue-collar","married","primary",1,-20,0,1,"unknown",7,"may",353,3,-1,0,"unknown",1
46,"blue-collar","married","primary",1,323,0,1,"unknown",7,"may",108,6,-1,0,"unknown",1
44,"blue-collar","married","primary",1,-171,0,1,"unknown",7,"may",441,2,-1,0,"unknown",1
47,"blue-collar","married","secondary",1,438,0,1,"unknown",7,"may",46,3,-1,0,"unknown",1
40,"blue-collar","married","secondary",1,316,0,1,"unknown",7,"may",266,2,-1,0,"unknown",1
36,"services","single","secondary",1,174,0,1,"unknown",7,"may",223,2,-1,0,"unknown",1
46,"blue-collar","married","secondary",1,442,0,1,"unknown",7,"may",105,2,-1,0,"unknown",1
58,"technician","married","secondary",1,786,0,1,"unknown",7,"may",165,3,-1,0,"unknown",1
30,"technician","divorced","tertiary",1,-317,0,1,"unknown",7,"may",381,2,-1,0,"unknown",1
43,"blue-collar","married","secondary",1,667,0,1,"unknown",7,"may",228,3,-1,0,"unknown",1
29,"services","single","secondary",1,-158,0,1,"unknown",7,"may",128,2,-1,0,"unknown",1
41,"management","married","tertiary",1,72,0,1,"unknown",7,"may",764,3,-1,0,"unknown",1
44,"entrepreneur","married","primary",1,58,0,1,"unknown",7,"may",113,3,-1,0,"unknown",1
44,"services","divorced","secondary",1,396,0,0,"unknown",7,"may",396,4,-1,0,"unknown",1
59,"blue-collar","married","primary",1,10,0,1,"unknown",7,"may",133,3,-1,0,"unknown",1
39,"management","single","unknown",1,2887,0,1,"unknown",7,"may",42,2,-1,0,"unknown",1
42,"management","married","secondary",1,0,1,1,"unknown",7,"may",234,4,-1,0,"unknown",1
31,"admin.","married","secondary",1,89,1,1,"unknown",7,"may",297,3,-1,0,"unknown",1
29,"unknown","single","primary",1,50,0,1,"unknown",7,"may",50,2,-1,0,"unknown",1
39,"blue-collar","single","secondary",1,29,0,1,"unknown",7,"may",214,2,-1,0,"unknown",1
44,"blue-collar","married","primary",1,420,0,1,"unknown",7,"may",110,2,-1,0,"unknown",1
49,"services","single","primary",1,114,0,1,"unknown",7,"may",99,2,-1,0,"unknown",1
39,"housemaid","married","secondary",1,365,0,1,"unknown",7,"may",274,4,-1,0,"unknown",1
27,"blue-collar","single","secondary",1,0,0,1,"unknown",7,"may",191,4,-1,0,"unknown",1
56,"management","married","primary",1,-24,0,1,"unknown",7,"may",305,3,-1,0,"unknown",1
43,"technician","married","tertiary",1,743,0,1,"unknown",7,"may",134,2,-1,0,"unknown",1
37,"self-employed","married","primary",1,0,1,1,"unknown",7,"may",112,4,-1,0,"unknown",1
54,"technician","single","secondary",1,99,0,1,"unknown",7,"may",283,3,-1,0,"unknown",1
38,"blue-collar","married","secondary",1,22,0,0,"unknown",7,"may",353,4,-1,0,"unknown",1
31,"blue-collar","married","primary",1,251,0,1,"unknown",7,"may",212,2,-1,0,"unknown",1
34,"blue-collar","married","secondary",1,615,0,1,"unknown",7,"may",225,2,-1,0,"unknown",1
35,"admin.","married","primary",1,136,0,1,"unknown",7,"may",283,1,-1,0,"unknown",1
44,"blue-collar","single","unknown",1,2167,0,1,"unknown",7,"may",1273,1,-1,0,"unknown",1
30,"blue-collar","married","secondary",1,309,0,1,"unknown",7,"may",1574,2,-1,0,"unknown",0
51,"technician","married","secondary",1,221,0,1,"unknown",7,"may",139,3,-1,0,"unknown",1
37,"blue-collar","married","primary",1,321,0,1,"unknown",7,"may",228,2,-1,0,"unknown",1
39,"blue-collar","married","tertiary",1,-33,0,1,"unknown",7,"may",62,5,-1,0,"unknown",1
33,"management","single","tertiary",1,76,0,1,"unknown",7,"may",256,3,-1,0,"unknown",1
37,"management","divorced","tertiary",1,42,0,1,"unknown",7,"may",564,3,-1,0,"unknown",1
46,"blue-collar","single","secondary",1,76,0,1,"unknown",7,"may",245,2,-1,0,"unknown",1
32,"admin.","married","secondary",1,1293,0,1,"unknown",7,"may",161,2,-1,0,"unknown",1
43,"entrepreneur","married","primary",1,526,0,1,"unknown",7,"may",79,4,-1,0,"unknown",1
59,"housemaid","divorced","unknown",1,873,0,1,"unknown",7,"may",152,3,-1,0,"unknown",1
46,"admin.","married","primary",1,40,0,1,"unknown",7,"may",591,3,-1,0,"unknown",1
47,"blue-collar","married","primary",1,117,0,1,"unknown",7,"may",113,2,-1,0,"unknown",1
31,"services","single","secondary",1,671,0,1,"unknown",7,"may",193,3,-1,0,"unknown",1
30,"blue-collar","married","primary",1,145,0,1,"unknown",7,"may",299,2,-1,0,"unknown",1
38,"blue-collar","married","primary",1,1807,1,1,"unknown",7,"may",348,3,-1,0,"unknown",1
44,"blue-collar","single","secondary",1,-212,0,0,"unknown",7,"may",103,4,-1,0,"unknown",1
52,"technician","married","unknown",1,133,0,1,"unknown",7,"may",253,8,-1,0,"unknown",1
29,"services","single","secondary",1,566,1,1,"unknown",7,"may",127,2,-1,0,"unknown",1
43,"admin.","married","tertiary",1,1924,0,1,"unknown",7,"may",244,7,-1,0,"unknown",1
47,"technician","married","primary",1,145,0,1,"unknown",7,"may",157,6,-1,0,"unknown",1
43,"blue-collar","married","primary",1,487,0,1,"unknown",7,"may",548,2,-1,0,"unknown",1
52,"blue-collar","divorced","primary",1,-57,0,1,"unknown",7,"may",114,3,-1,0,"unknown",1
32,"services","single","secondary",1,81,0,1,"unknown",7,"may",126,5,-1,0,"unknown",1
40,"admin.","single","secondary",1,-227,0,1,"unknown",7,"may",161,3,-1,0,"unknown",1
57,"technician","divorced","secondary",1,2710,0,0,"unknown",7,"may",333,1,-1,0,"unknown",1
30,"services","divorced","secondary",1,98,0,1,"unknown",7,"may",155,1,-1,0,"unknown",1
48,"blue-collar","married","secondary",1,1230,0,0,"unknown",7,"may",152,3,-1,0,"unknown",1
46,"blue-collar","married","secondary",1,78,0,0,"unknown",7,"may",145,1,-1,0,"unknown",1
59,"retired","divorced","primary",1,137,0,0,"unknown",7,"may",66,3,-1,0,"unknown",1
50,"blue-collar","married","primary",0,354,0,1,"unknown",7,"may",123,2,-1,0,"unknown",1
50,"blue-collar","divorced","primary",1,149,0,1,"unknown",7,"may",74,1,-1,0,"unknown",1
33,"blue-collar","divorced","secondary",1,126,0,1,"unknown",7,"may",248,3,-1,0,"unknown",1
39,"technician","single","unknown",1,0,0,1,"unknown",7,"may",130,1,-1,0,"unknown",1
57,"retired","divorced","secondary",1,8266,0,1,"unknown",7,"may",71,1,-1,0,"unknown",1
49,"blue-collar","married","unknown",1,51,0,1,"unknown",7,"may",984,1,-1,0,"unknown",1
41,"blue-collar","married","primary",1,258,0,1,"unknown",7,"may",252,1,-1,0,"unknown",1
43,"technician","married","primary",1,117,0,1,"unknown",7,"may",84,2,-1,0,"unknown",1
29,"management","married","tertiary",1,199,0,0,"unknown",7,"may",1689,4,-1,0,"unknown",0
56,"services","married","primary",1,219,0,1,"unknown",7,"may",130,4,-1,0,"unknown",1
46,"technician","married","secondary",1,1571,0,1,"unknown",7,"may",489,2,-1,0,"unknown",1
42,"blue-collar","married","primary",1,223,0,1,"unknown",7,"may",41,3,-1,0,"unknown",1
36,"blue-collar","married","primary",1,-79,1,1,"unknown",7,"may",159,3,-1,0,"unknown",1
29,"services","married","primary",1,321,0,1,"unknown",7,"may",196,2,-1,0,"unknown",1
43,"admin.","single","secondary",1,2527,0,1,"unknown",7,"may",276,4,-1,0,"unknown",1
48,"admin.","married","secondary",1,5,0,1,"unknown",7,"may",697,2,-1,0,"unknown",1
38,"blue-collar","single","primary",1,20,0,1,"unknown",7,"may",81,2,-1,0,"unknown",1
46,"blue-collar","married","secondary",1,1045,0,0,"unknown",7,"may",149,1,-1,0,"unknown",1
44,"blue-collar","married","secondary",1,1,0,1,"unknown",7,"may",281,2,-1,0,"unknown",1
28,"management","married","tertiary",1,3,0,1,"unknown",7,"may",122,5,-1,0,"unknown",1
28,"blue-collar","married","primary",1,-55,0,1,"unknown",7,"may",361,2,-1,0,"unknown",1
36,"technician","divorced","secondary",1,141,0,1,"unknown",7,"may",319,3,-1,0,"unknown",1
37,"blue-collar","married","secondary",1,374,0,1,"unknown",7,"may",944,3,-1,0,"unknown",1
56,"management","married","primary",1,93,0,1,"unknown",7,"may",282,2,-1,0,"unknown",1
46,"blue-collar","single","tertiary",1,460,0,1,"unknown",7,"may",1102,2,-1,0,"unknown",0
34,"services","divorced","secondary",1,78,0,1,"unknown",7,"may",35,3,-1,0,"unknown",1
32,"entrepreneur","married","secondary",1,135,0,1,"unknown",7,"may",143,2,-1,0,"unknown",1
33,"technician","married","secondary",1,367,0,0,"unknown",7,"may",22,2,-1,0,"unknown",1
36,"services","single","secondary",1,248,0,1,"unknown",7,"may",90,2,-1,0,"unknown",1
35,"services","married","secondary",1,630,0,1,"unknown",7,"may",17,2,-1,0,"unknown",1
44,"admin.","single","secondary",1,-30,0,1,"unknown",7,"may",404,5,-1,0,"unknown",1
37,"technician","married","secondary",1,157,0,1,"unknown",7,"may",238,2,-1,0,"unknown",1
48,"admin.","divorced","secondary",1,268,0,1,"unknown",7,"may",71,4,-1,0,"unknown",1
38,"blue-collar","married","secondary",1,164,0,1,"unknown",7,"may",309,2,-1,0,"unknown",1
44,"technician","married","secondary",1,-97,0,1,"unknown",7,"may",408,3,-1,0,"unknown",1
31,"admin.","divorced","secondary",1,53,0,1,"unknown",7,"may",128,4,-1,0,"unknown",1
35,"management","divorced","tertiary",1,788,0,1,"unknown",7,"may",297,3,-1,0,"unknown",1
54,"technician","divorced","secondary",1,1904,0,0,"unknown",7,"may",280,3,-1,0,"unknown",1
28,"admin.","single","secondary",1,260,0,1,"unknown",7,"may",374,2,-1,0,"unknown",1
38,"unemployed","married","primary",1,447,0,1,"unknown",7,"may",365,4,-1,0,"unknown",1
48,"technician","married","secondary",1,720,0,1,"unknown",8,"may",177,3,-1,0,"unknown",1
31,"blue-collar","married","tertiary",1,2827,0,1,"unknown",8,"may",238,3,-1,0,"unknown",1
59,"retired","married","unknown",1,0,1,1,"unknown",8,"may",425,6,-1,0,"unknown",1
29,"admin.","single","secondary",1,1117,0,1,"unknown",8,"may",77,2,-1,0,"unknown",1
28,"blue-collar","married","secondary",1,597,0,1,"unknown",8,"may",223,2,-1,0,"unknown",1
50,"blue-collar","married","primary",1,362,0,1,"unknown",8,"may",201,2,-1,0,"unknown",1
31,"self-employed","single","tertiary",1,120,0,1,"unknown",8,"may",239,2,-1,0,"unknown",1
32,"admin.","single","secondary",1,89,0,0,"unknown",8,"may",308,3,-1,0,"unknown",1
30,"services","married","secondary",1,442,0,1,"unknown",8,"may",137,2,-1,0,"unknown",1
32,"management","single","tertiary",1,111,0,1,"unknown",8,"may",162,2,-1,0,"unknown",1
29,"technician","single","secondary",1,247,0,1,"unknown",8,"may",134,1,-1,0,"unknown",1
30,"admin.","divorced","secondary",1,1,0,1,"unknown",8,"may",175,5,-1,0,"unknown",1
34,"management","married","primary",1,6,0,1,"unknown",8,"may",125,3,-1,0,"unknown",1
34,"blue-collar","single","secondary",0,-947,0,1,"unknown",8,"may",211,3,-1,0,"unknown",1
41,"blue-collar","married","primary",1,191,0,1,"unknown",8,"may",67,1,-1,0,"unknown",1
